	Major Program Name	CIP# Only	Degree Level	School Year
573	Information Science	11.05	Bachelor's	2011-2012
574	Information Science	11.05	Bachelor's	2004-2005
575	Information Science	11.05	Bachelor's	2005-2006
576	Information Science	11.05	Bachelor's	2006-2007
577	Information Science	11.05	Bachelor's	2007-2008
578	Information Science	11.05	Bachelor's	2008-2009
579	Information Science	11.05	Bachelor's	2009-2010
580	Information Science	11.05	Bachelor's	2010-2011
581	Information Science	11.05	Bachelor's	2011-2012
582	Information Science	11.05	Bachelor's	2008-2009
583	Information Science	11.05	Bachelor's	2009-2010
584	Information Science	11.05	Bachelor's	2010-2011
585	Information Science	11.05	Bachelor's	2011-2012
586	Information Science	11.05	Bachelor's	2008-2009
587	Information Science	11.05	Bachelor's	2009-2010
588	Information Science	11.05	Bachelor's	2010-2011
589	Information Science	11.05	Bachelor's	2011-2012
590	Information Science	11.05	Bachelor's	2004-2005
591	Information Science	11.05	Bachelor's	2005-2006
592	Information Science	11.05	Bachelor's	2006-2007
593	Information Science	11.05	Bachelor's	2007-2008
594	Information Science	11.05	Bachelor's	2008-2009
595	Information Science	11.05	Bachelor's	2009-2010
596	Information Science	11.05	Bachelor's	2010-2011
597	Information Science	11.05	Bachelor's	2011-2012
598	Information Science	11.05	Bachelor's	2004-2005
599	Information Science	11.05	Bachelor's	2005-2006
600	Information Science	11.05	Bachelor's	2006-2007
601	Information Science	11.05	Bachelor's	2007-2008
602	Information Science	11.05	Bachelor's	2008-2009
603	Information Science	11.05	Bachelor's	2009-2010
604	Information Science	11.05	Bachelor's	2010-2011
605	Information Science	11.05	Bachelor's	2011-2012
606	Information Science	11.05	Bachelor's	2005-2006
607	Information Science	11.05	Bachelor's	2006-2007
608	Information Science	11.05	Bachelor's	2007-2008
609	Information Science	11.05	Bachelor's	2008-2009
610	Information Science	11.05	Bachelor's	2009-2010
611	Information Science	11.05	Bachelor's	2004-2005
612	Information Science	11.05	Bachelor's	2005-2006
613	Information Science	11.05	Bachelor's	2006-2007
614	Information Science	11.05	Bachelor's	2007-2008
615	Information Science	11.05	Bachelor's	2008-2009
616	Information Science	11.05	Bachelor's	2009-2010
617	Information Science	11.05	Bachelor's	2004-2005
618	Information Science	11.05	Bachelor's	2005-2006
619	Information Science	11.05	Bachelor's	2006-2007
620	Information Science	11.05	Bachelor's	2007-2008
621	Information Science	11.05	Bachelor's	2008-2009
622	Information Science	11.05	Bachelor's	2009-2010
623	Information Science	11.05	Bachelor's	2010-2011
624	Information Science	11.05	Bachelor's	2011-2012
625	Information Science	11.05	Bachelor's	2004-2005
626	Information Science	11.05	Bachelor's	2005-2006
627	Information Science	11.05	Bachelor's	2006-2007
628	Information Science	11.05	Bachelor's	2007-2008
629	Information Science	11.05	Bachelor's	2008-2009
630	Information Science	11.05	Bachelor's	2009-2010
631	Information Science	11.05	Bachelor's	2010-2011
632	Information Science	11.05	Bachelor's	2004-2005
633	Information Science	11.05	Bachelor's	2005-2006
634	Information Science	11.05	Bachelor's	2006-2007
635	Information Science	11.05	Bachelor's	2007-2008
636	Information Science	11.05	Bachelor's	2008-2009
637	Information Science	11.05	Bachelor's	2009-2010
638	Information Science	11.05	Bachelor's	2004-2005
639	Information Science	11.05	Bachelor's	2005-2006
640	Information Science	11.05	Bachelor's	2006-2007
641	Information Science	11.05	Bachelor's	2007-2008
642	Information Science	11.05	Bachelor's	2008-2009
643	Information Science	11.05	Bachelor's	2009-2010
644	Information Science	11.05	Bachelor's	2014-2015
645	Information Science	11.05	Bachelor's	2015-2016
646	Information Science	11.05	Bachelor's	2014-2015
647	Information Science	11.05	Bachelor's	2014-2015
648	Information Science	11.05	Bachelor's	2015-2016
649	Information Science	11.05	Bachelor's	2015-2016
650	Information Science	11.05	Bachelor's	2015-2016
651	Information Science	11.05	Bachelor's	2015-2016
652	Information Science	11.05	Bachelor's	2012-2013
653	Information Science	11.05	Bachelor's	2013-2014
654	Information Science	11.05	Bachelor's	2014-2015
655	Computer Science	11.07	Bachelor's	2005-2006
656	Computer Science	11.07	Bachelor's	2006-2007
657	Computer Science	11.07	Bachelor's	2007-2008
658	Computer Science	11.07	Bachelor's	2008-2009
659	Computer Science	11.07	Bachelor's	2009-2010
660	Computer Science	11.07	Bachelor's	2004-2005
661	Computer Science	11.07	Bachelor's	2005-2006
662	Computer Science	11.07	Bachelor's	2006-2007
663	Computer Science	11.07	Bachelor's	2007-2008
664	Computer Science	11.07	Bachelor's	2008-2009
665	Computer Science	11.07	Bachelor's	2004-2005
666	Computer Science	11.07	Bachelor's	2005-2006
667	Computer Science	11.07	Bachelor's	2006-2007
668	Computer Science	11.07	Bachelor's	2006-2007
669	Computer Science	11.07	Bachelor's	2007-2008
670	Computer Science	11.07	Bachelor's	2008-2009
671	Computer Science	11.07	Bachelor's	2009-2010
672	Computer Science	11.07	Bachelor's	2010-2011
673	Computer Science	11.07	Bachelor's	2011-2012
674	Computer Science	11.07	Bachelor's	2004-2005
675	Computer Science	11.07	Bachelor's	2005-2006
676	Computer Science	11.07	Bachelor's	2006-2007
677	Computer Science	11.07	Bachelor's	2007-2008
678	Computer Science	11.07	Bachelor's	2008-2009
679	Computer Science	11.07	Bachelor's	2009-2010
680	Computer Science	11.07	Bachelor's	2010-2011
681	Computer Science	11.07	Bachelor's	2011-2012
682	Computer Science	11.07	Bachelor's	2012-2013
683	Computer Science	11.07	Bachelor's	2004-2005
684	Computer Science	11.07	Bachelor's	2005-2006
685	Computer Science	11.07	Bachelor's	2006-2007
686	Computer Science	11.07	Bachelor's	2007-2008
687	Computer Science	11.07	Bachelor's	2004-2005
688	Computer Science	11.07	Bachelor's	2005-2006
689	Computer Science	11.07	Bachelor's	2003-2004
690	Computer Science	11.07	Bachelor's	2004-2005
691	Computer Science	11.07	Bachelor's	2005-2006
692	Computer Science	11.07	Bachelor's	2006-2007
693	Computer Science	11.07	Bachelor's	2007-2008
694	Computer Science	11.07	Bachelor's	2008-2009
695	Computer Science	11.07	Bachelor's	2009-2010
696	Computer Science	11.07	Bachelor's	2010-2011
697	Computer Science	11.07	Bachelor's	2011-2012
698	Computer Science	11.07	Bachelor's	2012-2013
699	Computer Science	11.07	Bachelor's	2005-2006
700	Computer Science	11.07	Bachelor's	2006-2007
701	Computer Science	11.07	Bachelor's	2007-2008
702	Computer Science	11.07	Bachelor's	2008-2009
703	Computer Science	11.07	Bachelor's	2008-2009
704	Computer Science	11.07	Bachelor's	2009-2010
705	Computer Science	11.07	Bachelor's	2010-2011
706	Computer Science	11.07	Bachelor's	2011-2012
707	Computer Science	11.07	Bachelor's	2012-2013
708	Computer Science	11.07	Bachelor's	2003-2004
709	Computer Science	11.07	Bachelor's	2004-2005
710	Computer Science	11.07	Bachelor's	2005-2006
711	Computer Science	11.07	Bachelor's	2006-2007
712	Computer Science	11.07	Bachelor's	2007-2008
713	Computer Science	11.07	Bachelor's	2008-2009
714	Computer Science	11.07	Bachelor's	2009-2010
715	Computer Science	11.07	Bachelor's	2010-2011
716	Computer Science	11.07	Bachelor's	2011-2012
717	Computer Science	11.07	Bachelor's	2012-2013
718	Computer Science	11.07	Bachelor's	2005-2006
719	Computer Science	11.07	Bachelor's	2006-2007
720	Computer Science	11.07	Bachelor's	2007-2008
721	Computer Science	11.07	Bachelor's	2008-2009
722	Computer Science	11.07	Bachelor's	2009-2010
723	Computer Science	11.07	Bachelor's	2010-2011
724	Computer Science	11.07	Bachelor's	2003-2004
725	Computer Science	11.07	Bachelor's	2004-2005
726	Computer Science	11.07	Bachelor's	2005-2006
727	Computer Science	11.07	Bachelor's	2006-2007
728	Computer Science	11.07	Bachelor's	2007-2008
729	Computer Science	11.07	Bachelor's	2008-2009
730	Computer Science	11.07	Bachelor's	2009-2010
731	Computer Science	11.07	Bachelor's	2010-2011
732	Computer Science	11.07	Bachelor's	2011-2012
733	Computer Science	11.07	Bachelor's	2012-2013
734	Computer Science	11.07	Bachelor's	2004-2005
735	Computer Science	11.07	Bachelor's	2005-2006
736	Computer Science	11.07	Bachelor's	2006-2007
737	Computer Science	11.07	Bachelor's	2007-2008
738	Computer Science	11.07	Bachelor's	2004-2005
739	Computer Science	11.07	Bachelor's	2005-2006
740	Computer Science	11.07	Bachelor's	2006-2007
741	Computer Science	11.07	Bachelor's	2007-2008
742	Computer Science	11.07	Bachelor's	2008-2009
743	Computer Science	11.07	Bachelor's	2010-2011
744	Computer Science	11.07	Bachelor's	2005-2006
745	Computer Science	11.07	Bachelor's	2006-2007
746	Computer Science	11.07	Bachelor's	2007-2008
747	Computer Science	11.07	Bachelor's	2008-2009
748	Computer Science	11.07	Bachelor's	2012-2013
749	Computer Science	11.07	Bachelor's	2011-2012
750	Computer Science	11.07	Bachelor's	2010-2011
751	Computer Science	11.07	Bachelor's	2009-2010
752	Computer Science	11.07	Bachelor's	2008-2009
753	Computer Science	11.07	Bachelor's	2009-2010
754	Computer Science	11.07	Bachelor's	2010-2011
755	Computer Science	11.07	Bachelor's	2011-2012
756	Computer Science	11.07	Bachelor's	2012-2013
757	Computer Science	11.07	Bachelor's	2013-2014
758	Computer Science	11.07	Bachelor's	2010-2011
759	Computer Science	11.07	Bachelor's	2011-2012
760	Computer Science	11.07	Bachelor's	2012-2013
761	Computer Science	11.07	Bachelor's	2013-2014
762	Computer Science	11.07	Bachelor's	2014-2015
763	Computer Science	11.07	Bachelor's	2011-2012
764	Computer Science	11.07	Bachelor's	2012-2013
765	Computer Science	11.07	Bachelor's	2013-2014
766	Computer Science	11.07	Bachelor's	2011-2012
767	Computer Science	11.07	Bachelor's	2012-2013
768	Computer Science	11.07	Bachelor's	2013-2014
769	Computer Science	11.07	Bachelor's	2013-2014
770	Computer Science	11.07	Bachelor's	2014-2015
771	Computer Science	11.07	Bachelor's	2007-2008
772	Computer Science	11.07	Bachelor's	2008-2009
773	Computer Science	11.07	Bachelor's	2009-2010
774	Computer Science	11.07	Bachelor's	2010-2011
775	Computer Science	11.07	Bachelor's	2011-2012
776	Computer Science	11.07	Bachelor's	2012-2013
777	Computer Science	11.07	Bachelor's	2013-2014
778	Computer Science	11.07	Bachelor's	2013-2014
779	Computer Science	11.07	Bachelor's	2014-2015
780	Computer Science	11.07	Bachelor's	2013-2014
781	Computer Science	11.07	Bachelor's	2013-2014
782	Computer Science	11.07	Bachelor's	2014-2015
783	Computer Science	11.07	Bachelor's	2012-2013
784	Computer Science	11.07	Bachelor's	2013-2014
785	Computer Science	11.07	Bachelor's	2014-2015
786	Computer Science	11.07	Bachelor's	2014-2015
787	Computer Science	11.07	Bachelor's	2011-2012
788	Computer Science	11.07	Bachelor's	2012-2013
789	Computer Science	11.07	Bachelor's	2013-2014
790	Computer Science	11.07	Bachelor's	2014-2015
791	Computer Science	11.07	Bachelor's	2013-2014
792	Computer Science	11.07	Bachelor's	2014-2015
793	Computer Science	11.07	Bachelor's	2013-2014
794	Computer Science	11.07	Bachelor's	2008-2009
795	Computer Science	11.07	Bachelor's	2009-2010
796	Computer Science	11.07	Bachelor's	2010-2011
797	Computer Science	11.07	Bachelor's	2011-2012
798	Computer Science	11.07	Bachelor's	2012-2013
799	Computer Science	11.07	Bachelor's	2013-2014
800	Computer Science	11.07	Bachelor's	2014-2015
801	Computer Science	11.07	Bachelor's	2004-2005
802	Computer Science	11.07	Bachelor's	2005-2006
803	Computer Science	11.07	Bachelor's	2006-2007
804	Computer Science	11.07	Bachelor's	2007-2008
805	Computer Science	11.07	Bachelor's	2008-2009
806	Computer Science	11.07	Bachelor's	2009-2010
807	Computer Science	11.07	Bachelor's	2010-2011
808	Computer Science	11.07	Bachelor's	2011-2012
809	Computer Science	11.07	Bachelor's	2004-2005
810	Computer Science	11.07	Bachelor's	2005-2006
811	Computer Science	11.07	Bachelor's	2006-2007
812	Computer Science	11.07	Bachelor's	2007-2008
813	Computer Science	11.07	Bachelor's	2008-2009
814	Computer Science	11.07	Bachelor's	2009-2010
815	Computer Science	11.07	Bachelor's	2010-2011
816	Computer Science	11.07	Bachelor's	2011-2012
817	Computer Science	11.07	Bachelor's	2004-2005
818	Computer Science	11.07	Bachelor's	2005-2006
819	Computer Science	11.07	Bachelor's	2006-2007
820	Computer Science	11.07	Bachelor's	2007-2008
821	Computer Science	11.07	Bachelor's	2008-2009
822	Computer Science	11.07	Bachelor's	2009-2010
823	Computer Science	11.07	Bachelor's	2010-2011
824	Computer Science	11.07	Bachelor's	2011-2012
825	Computer Science	11.07	Bachelor's	2004-2005
826	Computer Science	11.07	Bachelor's	2005-2006
827	Computer Science	11.07	Bachelor's	2006-2007
828	Computer Science	11.07	Bachelor's	2007-2008
829	Computer Science	11.07	Bachelor's	2008-2009
830	Computer Science	11.07	Bachelor's	2009-2010
831	Computer Science	11.07	Bachelor's	2010-2011
832	Computer Science	11.07	Bachelor's	2011-2012
833	Computer Science	11.07	Bachelor's	2007-2008
834	Computer Science	11.07	Bachelor's	2008-2009
835	Computer Science	11.07	Bachelor's	2009-2010
836	Computer Science	11.07	Bachelor's	2010-2011
837	Computer Science	11.07	Bachelor's	2011-2012
838	Computer Science	11.07	Bachelor's	2004-2005
839	Computer Science	11.07	Bachelor's	2005-2006
840	Computer Science	11.07	Bachelor's	2006-2007
841	Computer Science	11.07	Bachelor's	2007-2008
842	Computer Science	11.07	Bachelor's	2008-2009
843	Computer Science	11.07	Bachelor's	2009-2010
844	Computer Science	11.07	Bachelor's	2010-2011
845	Computer Science	11.07	Bachelor's	2011-2012
846	Computer Science	11.07	Bachelor's	2004-2005
847	Computer Science	11.07	Bachelor's	2005-2006
848	Computer Science	11.07	Bachelor's	2006-2007
849	Computer Science	11.07	Bachelor's	2010-2011
850	Computer Science	11.07	Bachelor's	2011-2012
851	Computer Science	11.07	Bachelor's	2004-2005
852	Computer Science	11.07	Bachelor's	2005-2006
853	Computer Science	11.07	Bachelor's	2006-2007
854	Computer Science	11.07	Bachelor's	2007-2008
855	Computer Science	11.07	Bachelor's	2008-2009
856	Computer Science	11.07	Bachelor's	2009-2010
857	Computer Science	11.07	Bachelor's	2010-2011
858	Computer Science	11.07	Bachelor's	2011-2012
859	Computer Science	11.07	Bachelor's	2004-2005
860	Computer Science	11.07	Bachelor's	2010-2011
861	Computer Science	11.07	Bachelor's	2011-2012
862	Computer Science	11.07	Bachelor's	2004-2005
863	Computer Science	11.07	Bachelor's	2005-2006
864	Computer Science	11.07	Bachelor's	2006-2007
865	Computer Science	11.07	Bachelor's	2007-2008
866	Computer Science	11.07	Bachelor's	2008-2009
867	Computer Science	11.07	Bachelor's	2009-2010
868	Computer Science	11.07	Bachelor's	2010-2011
869	Computer Science	11.07	Bachelor's	2011-2012
870	Computer Science	11.07	Bachelor's	2004-2005
871	Computer Science	11.07	Bachelor's	2005-2006
872	Computer Science	11.07	Bachelor's	2006-2007
873	Computer Science	11.07	Bachelor's	2007-2008
874	Computer Science	11.07	Bachelor's	2008-2009
875	Computer Science	11.07	Bachelor's	2009-2010
876	Computer Science	11.07	Bachelor's	2010-2011
877	Computer Science	11.07	Bachelor's	2011-2012
878	Computer Science	11.07	Bachelor's	2004-2005
879	Computer Science	11.07	Bachelor's	2005-2006
880	Computer Science	11.07	Bachelor's	2006-2007
881	Computer Science	11.07	Bachelor's	2007-2008
882	Computer Science	11.07	Bachelor's	2008-2009
883	Computer Science	11.07	Bachelor's	2009-2010
884	Computer Science	11.07	Bachelor's	2010-2011
885	Computer Science	11.07	Bachelor's	2011-2012
886	Computer Science	11.07	Bachelor's	2004-2005
887	Computer Science	11.07	Bachelor's	2005-2006
888	Computer Science	11.07	Bachelor's	2006-2007
889	Computer Science	11.07	Bachelor's	2007-2008
890	Computer Science	11.07	Bachelor's	2008-2009
891	Computer Science	11.07	Bachelor's	2009-2010
892	Computer Science	11.07	Bachelor's	2004-2005
893	Computer Science	11.07	Bachelor's	2005-2006
894	Computer Science	11.07	Bachelor's	2006-2007
895	Computer Science	11.07	Bachelor's	2007-2008
896	Computer Science	11.07	Bachelor's	2008-2009
897	Computer Science	11.07	Bachelor's	2009-2010
898	Computer Science	11.07	Bachelor's	2010-2011
899	Computer Science	11.07	Bachelor's	2011-2012
900	Computer Science	11.07	Bachelor's	2010-2011
901	Computer Science	11.07	Bachelor's	2011-2012
902	Computer Science	11.07	Bachelor's	2004-2005
903	Computer Science	11.07	Bachelor's	2005-2006
904	Computer Science	11.07	Bachelor's	2006-2007
905	Computer Science	11.07	Bachelor's	2007-2008
906	Computer Science	11.07	Bachelor's	2008-2009
907	Computer Science	11.07	Bachelor's	2009-2010
908	Computer Science	11.07	Bachelor's	2010-2011
909	Computer Science	11.07	Bachelor's	2011-2012
910	Computer Science	11.07	Bachelor's	2004-2005
911	Computer Science	11.07	Bachelor's	2005-2006
912	Computer Science	11.07	Bachelor's	2006-2007
913	Computer Science	11.07	Bachelor's	2007-2008
914	Computer Science	11.07	Bachelor's	2008-2009
915	Computer Science	11.07	Bachelor's	2009-2010
916	Computer Science	11.07	Bachelor's	2010-2011
917	Computer Science	11.07	Bachelor's	2011-2012
918	Computer Science	11.07	Bachelor's	2004-2005
919	Computer Science	11.07	Bachelor's	2005-2006
920	Computer Science	11.07	Bachelor's	2006-2007
921	Computer Science	11.07	Bachelor's	2007-2008
922	Computer Science	11.07	Bachelor's	2008-2009
923	Computer Science	11.07	Bachelor's	2009-2010
924	Computer Science	11.07	Bachelor's	2010-2011
925	Computer Science	11.07	Bachelor's	2011-2012
926	Computer Science	11.07	Bachelor's	2007-2008
927	Computer Science	11.07	Bachelor's	2008-2009
928	Computer Science	11.07	Bachelor's	2009-2010
929	Computer Science	11.07	Bachelor's	2010-2011
930	Computer Science	11.07	Bachelor's	2011-2012
931	Computer Science	11.07	Bachelor's	2004-2005
932	Computer Science	11.07	Bachelor's	2005-2006
933	Computer Science	11.07	Bachelor's	2006-2007
934	Computer Science	11.07	Bachelor's	2007-2008
935	Computer Science	11.07	Bachelor's	2008-2009
936	Computer Science	11.07	Bachelor's	2009-2010
937	Computer Science	11.07	Bachelor's	2010-2011
938	Computer Science	11.07	Bachelor's	2011-2012
939	Computer Science	11.07	Bachelor's	2004-2005
940	Computer Science	11.07	Bachelor's	2005-2006
941	Computer Science	11.07	Bachelor's	2006-2007
942	Computer Science	11.07	Bachelor's	2007-2008
943	Computer Science	11.07	Bachelor's	2008-2009
944	Computer Science	11.07	Bachelor's	2009-2010
945	Computer Science	11.07	Bachelor's	2010-2011
946	Computer Science	11.07	Bachelor's	2011-2012
947	Computer Science	11.07	Bachelor's	2009-2010
948	Computer Science	11.07	Bachelor's	2010-2011
949	Computer Science	11.07	Bachelor's	2007-2008
950	Computer Science	11.07	Bachelor's	2008-2009
951	Computer Science	11.07	Bachelor's	2004-2005
952	Computer Science	11.07	Bachelor's	2005-2006
953	Computer Science	11.07	Bachelor's	2006-2007
954	Computer Science	11.07	Bachelor's	2007-2008
955	Computer Science	11.07	Bachelor's	2008-2009
956	Computer Science	11.07	Bachelor's	2004-2005
957	Computer Science	11.07	Bachelor's	2005-2006
958	Computer Science	11.07	Bachelor's	2006-2007
959	Computer Science	11.07	Bachelor's	2007-2008
960	Computer Science	11.07	Bachelor's	2008-2009
961	Computer Science	11.07	Bachelor's	2009-2010
962	Computer Science	11.07	Bachelor's	2010-2011
963	Computer Science	11.07	Bachelor's	2011-2012
964	Computer Science	11.07	Bachelor's	2004-2005
965	Computer Science	11.07	Bachelor's	2005-2006
966	Computer Science	11.07	Bachelor's	2006-2007
967	Computer Science	11.07	Bachelor's	2007-2008
968	Computer Science	11.07	Bachelor's	2008-2009
969	Computer Science	11.07	Bachelor's	2009-2010
970	Computer Science	11.07	Bachelor's	2008-2009
971	Computer Science	11.07	Bachelor's	2009-2010
972	Computer Science	11.07	Bachelor's	2010-2011
973	Computer Science	11.07	Bachelor's	2011-2012
974	Computer Science	11.07	Bachelor's	2008-2009
975	Computer Science	11.07	Bachelor's	2009-2010
976	Computer Science	11.07	Bachelor's	2004-2005
977	Computer Science	11.07	Bachelor's	2005-2006
978	Computer Science	11.07	Bachelor's	2006-2007
979	Computer Science	11.07	Bachelor's	2007-2008
980	Computer Science	11.07	Bachelor's	2008-2009
981	Computer Science	11.07	Bachelor's	2009-2010
982	Computer Science	11.07	Bachelor's	2004-2005
983	Computer Science	11.07	Bachelor's	2005-2006
984	Computer Science	11.07	Bachelor's	2006-2007
985	Computer Science	11.07	Bachelor's	2007-2008
986	Computer Science	11.07	Bachelor's	2008-2009
987	Computer Science	11.07	Bachelor's	2009-2010
988	Computer Science	11.07	Bachelor's	2004-2005
989	Computer Science	11.07	Bachelor's	2005-2006
990	Computer Science	11.07	Bachelor's	2006-2007
991	Computer Science	11.07	Bachelor's	2007-2008
992	Computer Science	11.07	Bachelor's	2008-2009
993	Computer Science	11.07	Bachelor's	2009-2010
994	Computer Science	11.07	Bachelor's	2004-2005
995	Computer Science	11.07	Bachelor's	2005-2006
996	Computer Science	11.07	Bachelor's	2006-2007
997	Computer Science	11.07	Bachelor's	2007-2008
998	Computer Science	11.07	Bachelor's	2008-2009
999	Computer Science	11.07	Bachelor's	2009-2010
1000	Computer Science	11.07	Bachelor's	2010-2011
1001	Computer Science	11.07	Bachelor's	2011-2012
1002	Computer Science	11.07	Bachelor's	2007-2008
1003	Computer Science	11.07	Bachelor's	2008-2009
1004	Computer Science	11.07	Bachelor's	2009-2010
1005	Computer Science	11.07	Bachelor's	2004-2005
1006	Computer Science	11.07	Bachelor's	2005-2006
1007	Computer Science	11.07	Bachelor's	2006-2007
1008	Computer Science	11.07	Bachelor's	2007-2008
1009	Computer Science	11.07	Bachelor's	2008-2009
1010	Computer Science	11.07	Bachelor's	2009-2010
1011	Computer Science	11.07	Bachelor's	2010-2011
1012	Computer Science	11.07	Bachelor's	2011-2012
1013	Computer Science	11.07	Bachelor's	2004-2005
1014	Computer Science	11.07	Bachelor's	2005-2006
1015	Computer Science	11.07	Bachelor's	2006-2007
1016	Computer Science	11.07	Bachelor's	2007-2008
1017	Computer Science	11.07	Bachelor's	2008-2009
1018	Computer Science	11.07	Bachelor's	2009-2010
1019	Computer Science	11.07	Bachelor's	2010-2011
1020	Computer Science	11.07	Bachelor's	2011-2012
1021	Computer Science	11.07	Bachelor's	2004-2005
1022	Computer Science	11.07	Bachelor's	2005-2006
1023	Computer Science	11.07	Bachelor's	2006-2007
1024	Computer Science	11.07	Bachelor's	2007-2008
1025	Computer Science	11.07	Bachelor's	2008-2009
1026	Computer Science	11.07	Bachelor's	2009-2010
1027	Computer Science	11.07	Bachelor's	2010-2011
1028	Computer Science	11.07	Bachelor's	2011-2012
1029	Computer Science	11.07	Bachelor's	2008-2009
1030	Computer Science	11.07	Bachelor's	2009-2010
1031	Computer Science	11.07	Bachelor's	2010-2011
1032	Computer Science	11.07	Bachelor's	2011-2012
1033	Computer Science	11.07	Bachelor's	2004-2005
1034	Computer Science	11.07	Bachelor's	2005-2006
1035	Computer Science	11.07	Bachelor's	2006-2007
1036	Computer Science	11.07	Bachelor's	2007-2008
1037	Computer Science	11.07	Bachelor's	2008-2009
1038	Computer Science	11.07	Bachelor's	2009-2010
1039	Computer Science	11.07	Bachelor's	2010-2011
1040	Computer Science	11.07	Bachelor's	2011-2012
1041	Computer Science	11.07	Bachelor's	2004-2005
1042	Computer Science	11.07	Bachelor's	2005-2006
1043	Computer Science	11.07	Bachelor's	2006-2007
1044	Computer Science	11.07	Bachelor's	2007-2008
1045	Computer Science	11.07	Bachelor's	2008-2009
1046	Computer Science	11.07	Bachelor's	2009-2010
1047	Computer Science	11.07	Bachelor's	2010-2011
1048	Computer Science	11.07	Bachelor's	2011-2012
1049	Computer Science	11.07	Bachelor's	2009-2010
1050	Computer Science	11.07	Bachelor's	2010-2011
1051	Computer Science	11.07	Bachelor's	2011-2012
1052	Computer Science	11.07	Bachelor's	2004-2005
1053	Computer Science	11.07	Bachelor's	2005-2006
1054	Computer Science	11.07	Bachelor's	2006-2007
1055	Computer Science	11.07	Bachelor's	2007-2008
1056	Computer Science	11.07	Bachelor's	2008-2009
1057	Computer Science	11.07	Bachelor's	2009-2010
1058	Computer Science	11.07	Bachelor's	2004-2005
1059	Computer Science	11.07	Bachelor's	2005-2006
1060	Computer Science	11.07	Bachelor's	2006-2007
1061	Computer Science	11.07	Bachelor's	2007-2008
1062	Computer Science	11.07	Bachelor's	2008-2009
1063	Computer Science	11.07	Bachelor's	2014-2015
1064	Computer Science	11.07	Bachelor's	2010-2011
1065	Computer Science	11.07	Bachelor's	2011-2012
1066	Computer Science	11.07	Bachelor's	2004-2005
1067	Computer Science	11.07	Bachelor's	2005-2006
1068	Computer Science	11.07	Bachelor's	2006-2007
1069	Computer Science	11.07	Bachelor's	2007-2008
1070	Computer Science	11.07	Bachelor's	2008-2009
1071	Computer Science	11.07	Bachelor's	2009-2010
1072	Computer Science	11.07	Bachelor's	2010-2011
1073	Computer Science	11.07	Bachelor's	2011-2012
1074	Computer Science	11.07	Bachelor's	2004-2005
1075	Computer Science	11.07	Bachelor's	2005-2006
1076	Computer Science	11.07	Bachelor's	2006-2007
1077	Computer Science	11.07	Bachelor's	2007-2008
1078	Computer Science	11.07	Bachelor's	2008-2009
1079	Computer Science	11.07	Bachelor's	2009-2010
1080	Computer Science	11.07	Bachelor's	2004-2005
1081	Computer Science	11.07	Bachelor's	2005-2006
1082	Computer Science	11.07	Bachelor's	2006-2007
1083	Computer Science	11.07	Bachelor's	2007-2008
1084	Computer Science	11.07	Bachelor's	2008-2009
1085	Computer Science	11.07	Bachelor's	2011-2012
1086	Computer Science	11.07	Bachelor's	2008-2009
1087	Computer Science	11.07	Bachelor's	2009-2010
1088	Computer Science	11.07	Bachelor's	2010-2011
1089	Computer Science	11.07	Bachelor's	2011-2012
1090	Computer Science	11.07	Bachelor's	2004-2005
1091	Computer Science	11.07	Bachelor's	2005-2006
1092	Computer Science	11.07	Bachelor's	2006-2007
1093	Computer Science	11.07	Bachelor's	2007-2008
1094	Computer Science	11.07	Bachelor's	2008-2009
1095	Computer Science	11.07	Bachelor's	2009-2010
1096	Computer Science	11.07	Bachelor's	2010-2011
1097	Computer Science	11.07	Bachelor's	2011-2012
1098	Computer Science	11.07	Bachelor's	2004-2005
1099	Computer Science	11.07	Bachelor's	2005-2006
1100	Computer Science	11.07	Bachelor's	2006-2007
1101	Computer Science	11.07	Bachelor's	2007-2008
1102	Computer Science	11.07	Bachelor's	2008-2009
1103	Computer Science	11.07	Bachelor's	2009-2010
1104	Computer Science	11.07	Bachelor's	2010-2011
1105	Computer Science	11.07	Bachelor's	2011-2012
1106	Computer Science	11.07	Bachelor's	2004-2005
1107	Computer Science	11.07	Bachelor's	2005-2006
1108	Computer Science	11.07	Bachelor's	2006-2007
1109	Computer Science	11.07	Bachelor's	2007-2008
1110	Computer Science	11.07	Bachelor's	2008-2009
1111	Computer Science	11.07	Bachelor's	2009-2010
1112	Computer Science	11.07	Bachelor's	2010-2011
1113	Computer Science	11.07	Bachelor's	2011-2012
1114	Computer Science	11.07	Bachelor's	2004-2005
1115	Computer Science	11.07	Bachelor's	2005-2006
1116	Computer Science	11.07	Bachelor's	2006-2007
1117	Computer Science	11.07	Bachelor's	2007-2008
1118	Computer Science	11.07	Bachelor's	2008-2009
1119	Computer Science	11.07	Bachelor's	2009-2010
1120	Computer Science	11.07	Bachelor's	2004-2005
1121	Computer Science	11.07	Bachelor's	2005-2006
1122	Computer Science	11.07	Bachelor's	2006-2007
1123	Computer Science	11.07	Bachelor's	2007-2008
1124	Computer Science	11.07	Bachelor's	2008-2009
1125	Computer Science	11.07	Bachelor's	2009-2010
1126	Computer Science	11.07	Bachelor's	2004-2005
1127	Computer Science	11.07	Bachelor's	2005-2006
1128	Computer Science	11.07	Bachelor's	2006-2007
1129	Computer Science	11.07	Bachelor's	2007-2008
