	Major Program Name	CIP# Only	Degree Level	School Year
1130	Computer Science	11.07	Bachelor's	2008-2009
1131	Computer Science	11.07	Bachelor's	2009-2010
1132	Computer Science	11.07	Bachelor's	2010-2011
1133	Computer Science	11.07	Bachelor's	2011-2012
1134	Computer Science	11.07	Bachelor's	2010-2011
1135	Computer Science	11.07	Bachelor's	2011-2012
1136	Computer Science	11.07	Bachelor's	2008-2009
1137	Computer Science	11.07	Bachelor's	2009-2010
1138	Computer Science	11.07	Bachelor's	2010-2011
1139	Computer Science	11.07	Bachelor's	2011-2012
1140	Computer Science	11.07	Bachelor's	2004-2005
1141	Computer Science	11.07	Bachelor's	2005-2006
1142	Computer Science	11.07	Bachelor's	2006-2007
1143	Computer Science	11.07	Bachelor's	2004-2005
1144	Computer Science	11.07	Bachelor's	2005-2006
1145	Computer Science	11.07	Bachelor's	2006-2007
1146	Computer Science	11.07	Bachelor's	2007-2008
1147	Computer Science	11.07	Bachelor's	2008-2009
1148	Computer Science	11.07	Bachelor's	2009-2010
1149	Computer Science	11.07	Bachelor's	2004-2005
1150	Computer Science	11.07	Bachelor's	2005-2006
1151	Computer Science	11.07	Bachelor's	2006-2007
1152	Computer Science	11.07	Bachelor's	2007-2008
1153	Computer Science	11.07	Bachelor's	2008-2009
1154	Computer Science	11.07	Bachelor's	2009-2010
1155	Computer Science	11.07	Bachelor's	2004-2005
1156	Computer Science	11.07	Bachelor's	2005-2006
1157	Computer Science	11.07	Bachelor's	2006-2007
1158	Computer Science	11.07	Bachelor's	2007-2008
1159	Computer Science	11.07	Bachelor's	2008-2009
1160	Computer Science	11.07	Bachelor's	2009-2010
1161	Computer Science	11.07	Bachelor's	2010-2011
1162	Computer Science	11.07	Bachelor's	2011-2012
1163	Computer Science	11.07	Bachelor's	2008-2009
1164	Computer Science	11.07	Bachelor's	2009-2010
1165	Computer Science	11.07	Bachelor's	2010-2011
1166	Computer Science	11.07	Bachelor's	2011-2012
1167	Computer Science	11.07	Bachelor's	2010-2011
1168	Computer Science	11.07	Bachelor's	2011-2012
1169	Computer Science	11.07	Bachelor's	2006-2007
1170	Computer Science	11.07	Bachelor's	2007-2008
1171	Computer Science	11.07	Bachelor's	2008-2009
1172	Computer Science	11.07	Bachelor's	2009-2010
1173	Computer Science	11.07	Bachelor's	2010-2011
1174	Computer Science	11.07	Bachelor's	2011-2012
1175	Computer Science	11.07	Bachelor's	2005-2006
1176	Computer Science	11.07	Bachelor's	2006-2007
1177	Computer Science	11.07	Bachelor's	2007-2008
1178	Computer Science	11.07	Bachelor's	2008-2009
1179	Computer Science	11.07	Bachelor's	2009-2010
1180	Computer Science	11.07	Bachelor's	2004-2005
1181	Computer Science	11.07	Bachelor's	2005-2006
1182	Computer Science	11.07	Bachelor's	2006-2007
1183	Computer Science	11.07	Bachelor's	2007-2008
1184	Computer Science	11.07	Bachelor's	2008-2009
1185	Computer Science	11.07	Bachelor's	2009-2010
1186	Computer Science	11.07	Bachelor's	2004-2005
1187	Computer Science	11.07	Bachelor's	2005-2006
1188	Computer Science	11.07	Bachelor's	2006-2007
1189	Computer Science	11.07	Bachelor's	2007-2008
1190	Computer Science	11.07	Bachelor's	2008-2009
1191	Computer Science	11.07	Bachelor's	2009-2010
1192	Computer Science	11.07	Bachelor's	2010-2011
1193	Computer Science	11.07	Bachelor's	2011-2012
1194	Computer Science	11.07	Bachelor's	2004-2005
1195	Computer Science	11.07	Bachelor's	2005-2006
1196	Computer Science	11.07	Bachelor's	2006-2007
1197	Computer Science	11.07	Bachelor's	2007-2008
1198	Computer Science	11.07	Bachelor's	2008-2009
1199	Computer Science	11.07	Bachelor's	2009-2010
1200	Computer Science	11.07	Bachelor's	2010-2011
1201	Computer Science	11.07	Bachelor's	2011-2012
1202	Computer Science	11.07	Bachelor's	2004-2005
1203	Computer Science	11.07	Bachelor's	2005-2006
1204	Computer Science	11.07	Bachelor's	2006-2007
1205	Computer Science	11.07	Bachelor's	2007-2008
1206	Computer Science	11.07	Bachelor's	2008-2009
1207	Computer Science	11.07	Bachelor's	2009-2010
1208	Computer Science	11.07	Bachelor's	2010-2011
1209	Computer Science	11.07	Bachelor's	2011-2012
1210	Computer Science	11.07	Bachelor's	2004-2005
1211	Computer Science	11.07	Bachelor's	2005-2006
1212	Computer Science	11.07	Bachelor's	2006-2007
1213	Computer Science	11.07	Bachelor's	2007-2008
1214	Computer Science	11.07	Bachelor's	2008-2009
1215	Computer Science	11.07	Bachelor's	2009-2010
1216	Computer Science	11.07	Bachelor's	2010-2011
1217	Computer Science	11.07	Bachelor's	2011-2012
1218	Computer Science	11.07	Bachelor's	2005-2006
1219	Computer Science	11.07	Bachelor's	2006-2007
1220	Computer Science	11.07	Bachelor's	2007-2008
1221	Computer Science	11.07	Bachelor's	2008-2009
1222	Computer Science	11.07	Bachelor's	2009-2010
1223	Computer Science	11.07	Bachelor's	2010-2011
1224	Computer Science	11.07	Bachelor's	2011-2012
1225	Computer Science	11.07	Bachelor's	2004-2005
1226	Computer Science	11.07	Bachelor's	2005-2006
1227	Computer Science	11.07	Bachelor's	2006-2007
1228	Computer Science	11.07	Bachelor's	2007-2008
1229	Computer Science	11.07	Bachelor's	2008-2009
1230	Computer Science	11.07	Bachelor's	2009-2010
1231	Computer Science	11.07	Bachelor's	2010-2011
1232	Computer Science	11.07	Bachelor's	2011-2012
1233	Computer Science	11.07	Bachelor's	2004-2005
1234	Computer Science	11.07	Bachelor's	2005-2006
1235	Computer Science	11.07	Bachelor's	2006-2007
1236	Computer Science	11.07	Bachelor's	2007-2008
1237	Computer Science	11.07	Bachelor's	2008-2009
1238	Computer Science	11.07	Bachelor's	2009-2010
1239	Computer Science	11.07	Bachelor's	2010-2011
1240	Computer Science	11.07	Bachelor's	2011-2012
1241	Computer Science	11.07	Bachelor's	2004-2005
1242	Computer Science	11.07	Bachelor's	2005-2006
1243	Computer Science	11.07	Bachelor's	2006-2007
1244	Computer Science	11.07	Bachelor's	2007-2008
1245	Computer Science	11.07	Bachelor's	2008-2009
1246	Computer Science	11.07	Bachelor's	2008-2009
1247	Computer Science	11.07	Bachelor's	2009-2010
1248	Computer Science	11.07	Bachelor's	2008-2009
1249	Computer Science	11.07	Bachelor's	2009-2010
1250	Computer Science	11.07	Bachelor's	2010-2011
1251	Computer Science	11.07	Bachelor's	2011-2012
1252	Computer Science	11.07	Bachelor's	2004-2005
1253	Computer Science	11.07	Bachelor's	2005-2006
1254	Computer Science	11.07	Bachelor's	2006-2007
1255	Computer Science	11.07	Bachelor's	2007-2008
1256	Computer Science	11.07	Bachelor's	2008-2009
1257	Computer Science	11.07	Bachelor's	2009-2010
1258	Computer Science	11.07	Bachelor's	2010-2011
1259	Computer Science	11.07	Bachelor's	2011-2012
1260	Computer Science	11.07	Bachelor's	2008-2009
1261	Computer Science	11.07	Bachelor's	2009-2010
1262	Computer Science	11.07	Bachelor's	2010-2011
1263	Computer Science	11.07	Bachelor's	2011-2012
1264	Computer Science	11.07	Bachelor's	2005-2006
1265	Computer Science	11.07	Bachelor's	2006-2007
1266	Computer Science	11.07	Bachelor's	2007-2008
1267	Computer Science	11.07	Bachelor's	2008-2009
1268	Computer Science	11.07	Bachelor's	2009-2010
1269	Computer Science	11.07	Bachelor's	2005-2006
1270	Computer Science	11.07	Bachelor's	2006-2007
1271	Computer Science	11.07	Bachelor's	2007-2008
1272	Computer Science	11.07	Bachelor's	2008-2009
1273	Computer Science	11.07	Bachelor's	2009-2010
1274	Computer Science	11.07	Bachelor's	2010-2011
1275	Computer Science	11.07	Bachelor's	2011-2012
1276	Computer Science	11.07	Bachelor's	2004-2005
1277	Computer Science	11.07	Bachelor's	2005-2006
1278	Computer Science	11.07	Bachelor's	2006-2007
1279	Computer Science	11.07	Bachelor's	2007-2008
1280	Computer Science	11.07	Bachelor's	2008-2009
1281	Computer Science	11.07	Bachelor's	2009-2010
1282	Computer Science	11.07	Bachelor's	2010-2011
1283	Computer Science	11.07	Bachelor's	2011-2012
1284	Computer Science	11.07	Bachelor's	2004-2005
1285	Computer Science	11.07	Bachelor's	2005-2006
1286	Computer Science	11.07	Bachelor's	2006-2007
1287	Computer Science	11.07	Bachelor's	2007-2008
1288	Computer Science	11.07	Bachelor's	2008-2009
1289	Computer Science	11.07	Bachelor's	2009-2010
1290	Computer Science	11.07	Bachelor's	2004-2005
1291	Computer Science	11.07	Bachelor's	2005-2006
1292	Computer Science	11.07	Bachelor's	2006-2007
1293	Computer Science	11.07	Bachelor's	2007-2008
1294	Computer Science	11.07	Bachelor's	2008-2009
1295	Computer Science	11.07	Bachelor's	2009-2010
1296	Computer Science	11.07	Bachelor's	2010-2011
1297	Computer Science	11.07	Bachelor's	2011-2012
1298	Computer Science	11.07	Bachelor's	2004-2005
1299	Computer Science	11.07	Bachelor's	2005-2006
1300	Computer Science	11.07	Bachelor's	2006-2007
1301	Computer Science	11.07	Bachelor's	2007-2008
1302	Computer Science	11.07	Bachelor's	2004-2005
1303	Computer Science	11.07	Bachelor's	2005-2006
1304	Computer Science	11.07	Bachelor's	2006-2007
1305	Computer Science	11.07	Bachelor's	2007-2008
1306	Computer Science	11.07	Bachelor's	2008-2009
1307	Computer Science	11.07	Bachelor's	2009-2010
1308	Computer Science	11.07	Bachelor's	2004-2005
1309	Computer Science	11.07	Bachelor's	2005-2006
1310	Computer Science	11.07	Bachelor's	2006-2007
1311	Computer Science	11.07	Bachelor's	2007-2008
1312	Computer Science	11.07	Bachelor's	2008-2009
1313	Computer Science	11.07	Bachelor's	2009-2010
1314	Computer Science	11.07	Bachelor's	2010-2011
1315	Computer Science	11.07	Bachelor's	2011-2012
1316	Computer Science	11.07	Bachelor's	2004-2005
1317	Computer Science	11.07	Bachelor's	2005-2006
1318	Computer Science	11.07	Bachelor's	2006-2007
1319	Computer Science	11.07	Bachelor's	2007-2008
1320	Computer Science	11.07	Bachelor's	2004-2005
1321	Computer Science	11.07	Bachelor's	2005-2006
1322	Computer Science	11.07	Bachelor's	2006-2007
1323	Computer Science	11.07	Bachelor's	2007-2008
1324	Computer Science	11.07	Bachelor's	2008-2009
1325	Computer Science	11.07	Bachelor's	2009-2010
1326	Computer Science	11.07	Bachelor's	2010-2011
1327	Computer Science	11.07	Bachelor's	2011-2012
1328	Computer Science	11.07	Bachelor's	2004-2005
1329	Computer Science	11.07	Bachelor's	2005-2006
1330	Computer Science	11.07	Bachelor's	2006-2007
1331	Computer Science	11.07	Bachelor's	2007-2008
1332	Computer Science	11.07	Bachelor's	2008-2009
1333	Computer Science	11.07	Bachelor's	2009-2010
1334	Computer Science	11.07	Bachelor's	2004-2005
1335	Computer Science	11.07	Bachelor's	2005-2006
1336	Computer Science	11.07	Bachelor's	2006-2007
1337	Computer Science	11.07	Bachelor's	2007-2008
1338	Computer Science	11.07	Bachelor's	2008-2009
1339	Computer Science	11.07	Bachelor's	2009-2010
1340	Computer Science	11.07	Bachelor's	2010-2011
1341	Computer Science	11.07	Bachelor's	2011-2012
1342	Computer Science	11.07	Bachelor's	2010-2011
1343	Computer Science	11.07	Bachelor's	2011-2012
1344	Computer Science	11.07	Bachelor's	2004-2005
1345	Computer Science	11.07	Bachelor's	2005-2006
1346	Computer Science	11.07	Bachelor's	2006-2007
1347	Computer Science	11.07	Bachelor's	2007-2008
1348	Computer Science	11.07	Bachelor's	2008-2009
1349	Computer Science	11.07	Bachelor's	2009-2010
1350	Computer Science	11.07	Bachelor's	2010-2011
1351	Computer Science	11.07	Bachelor's	2004-2005
1352	Computer Science	11.07	Bachelor's	2005-2006
1353	Computer Science	11.07	Bachelor's	2006-2007
1354	Computer Science	11.07	Bachelor's	2007-2008
1355	Computer Science	11.07	Bachelor's	2008-2009
1356	Computer Science	11.07	Bachelor's	2009-2010
1357	Computer Science	11.07	Bachelor's	2010-2011
1358	Computer Science	11.07	Bachelor's	2011-2012
1359	Computer Science	11.07	Bachelor's	2004-2005
1360	Computer Science	11.07	Bachelor's	2005-2006
1361	Computer Science	11.07	Bachelor's	2006-2007
1362	Computer Science	11.07	Bachelor's	2007-2008
1363	Computer Science	11.07	Bachelor's	2008-2009
1364	Computer Science	11.07	Bachelor's	2009-2010
1365	Computer Science	11.07	Bachelor's	2010-2011
1366	Computer Science	11.07	Bachelor's	2011-2012
1367	Computer Science	11.07	Bachelor's	2004-2005
1368	Computer Science	11.07	Bachelor's	2005-2006
1369	Computer Science	11.07	Bachelor's	2006-2007
1370	Computer Science	11.07	Bachelor's	2007-2008
1371	Computer Science	11.07	Bachelor's	2008-2009
1372	Computer Science	11.07	Bachelor's	2009-2010
1373	Computer Science	11.07	Bachelor's	2004-2005
1374	Computer Science	11.07	Bachelor's	2005-2006
1375	Computer Science	11.07	Bachelor's	2006-2007
1376	Computer Science	11.07	Bachelor's	2007-2008
1377	Computer Science	11.07	Bachelor's	2008-2009
1378	Computer Science	11.07	Bachelor's	2009-2010
1379	Computer Science	11.07	Bachelor's	2010-2011
1380	Computer Science	11.07	Bachelor's	2011-2012
1381	Computer Science	11.07	Bachelor's	2004-2005
1382	Computer Science	11.07	Bachelor's	2005-2006
1383	Computer Science	11.07	Bachelor's	2006-2007
1384	Computer Science	11.07	Bachelor's	2007-2008
1385	Computer Science	11.07	Bachelor's	2008-2009
1386	Computer Science	11.07	Bachelor's	2009-2010
1387	Computer Science	11.07	Bachelor's	2010-2011
1388	Computer Science	11.07	Bachelor's	2011-2012
1389	Computer Science	11.07	Bachelor's	2004-2005
1390	Computer Science	11.07	Bachelor's	2008-2009
1391	Computer Science	11.07	Bachelor's	2009-2010
1392	Computer Science	11.07	Bachelor's	2010-2011
1393	Computer Science	11.07	Bachelor's	2011-2012
1394	Computer Science	11.07	Bachelor's	2004-2005
1395	Computer Science	11.07	Bachelor's	2005-2006
1396	Computer Science	11.07	Bachelor's	2006-2007
1397	Computer Science	11.07	Bachelor's	2007-2008
1398	Computer Science	11.07	Bachelor's	2008-2009
1399	Computer Science	11.07	Bachelor's	2009-2010
1400	Computer Science	11.07	Bachelor's	2010-2011
1401	Computer Science	11.07	Bachelor's	2011-2012
1402	Computer Science	11.07	Bachelor's	2004-2005
1403	Computer Science	11.07	Bachelor's	2009-2010
1404	Computer Science	11.07	Bachelor's	2010-2011
1405	Computer Science	11.07	Bachelor's	2011-2012
1406	Computer Science	11.07	Bachelor's	2004-2005
1407	Computer Science	11.07	Bachelor's	2005-2006
1408	Computer Science	11.07	Bachelor's	2006-2007
1409	Computer Science	11.07	Bachelor's	2007-2008
1410	Computer Science	11.07	Bachelor's	2008-2009
1411	Computer Science	11.07	Bachelor's	2009-2010
1412	Computer Science	11.07	Bachelor's	2010-2011
1413	Computer Science	11.07	Bachelor's	2011-2012
1414	Computer Science	11.07	Bachelor's	2004-2005
1415	Computer Science	11.07	Bachelor's	2005-2006
1416	Computer Science	11.07	Bachelor's	2006-2007
1417	Computer Science	11.07	Bachelor's	2007-2008
1418	Computer Science	11.07	Bachelor's	2008-2009
1419	Computer Science	11.07	Bachelor's	2009-2010
1420	Computer Science	11.07	Bachelor's	2010-2011
1421	Computer Science	11.07	Bachelor's	2011-2012
1422	Computer Science	11.07	Bachelor's	2004-2005
1423	Computer Science	11.07	Bachelor's	2005-2006
1424	Computer Science	11.07	Bachelor's	2006-2007
1425	Computer Science	11.07	Bachelor's	2007-2008
1426	Computer Science	11.07	Bachelor's	2008-2009
1427	Computer Science	11.07	Bachelor's	2009-2010
1428	Computer Science	11.07	Bachelor's	2010-2011
1429	Computer Science	11.07	Bachelor's	2011-2012
1430	Computer Science	11.07	Bachelor's	2004-2005
1431	Computer Science	11.07	Bachelor's	2005-2006
1432	Computer Science	11.07	Bachelor's	2006-2007
1433	Computer Science	11.07	Bachelor's	2007-2008
1434	Computer Science	11.07	Bachelor's	2008-2009
1435	Computer Science	11.07	Bachelor's	2009-2010
1436	Computer Science	11.07	Bachelor's	2010-2011
1437	Computer Science	11.07	Bachelor's	2011-2012
1438	Computer Science	11.07	Bachelor's	2004-2005
1439	Computer Science	11.07	Bachelor's	2005-2006
1440	Computer Science	11.07	Bachelor's	2006-2007
1441	Computer Science	11.07	Bachelor's	2007-2008
1442	Computer Science	11.07	Bachelor's	2008-2009
1443	Computer Science	11.07	Bachelor's	2009-2010
1444	Computer Science	11.07	Bachelor's	2010-2011
1445	Computer Science	11.07	Bachelor's	2011-2012
1446	Computer Science	11.07	Bachelor's	2004-2005
1447	Computer Science	11.07	Bachelor's	2005-2006
1448	Computer Science	11.07	Bachelor's	2006-2007
1449	Computer Science	11.07	Bachelor's	2007-2008
1450	Computer Science	11.07	Bachelor's	2008-2009
1451	Computer Science	11.07	Bachelor's	2009-2010
1452	Computer Science	11.07	Bachelor's	2010-2011
1453	Computer Science	11.07	Bachelor's	2011-2012
1454	Computer Science	11.07	Bachelor's	2004-2005
1455	Computer Science	11.07	Bachelor's	2005-2006
1456	Computer Science	11.07	Bachelor's	2006-2007
1457	Computer Science	11.07	Bachelor's	2007-2008
1458	Computer Science	11.07	Bachelor's	2008-2009
1459	Computer Science	11.07	Bachelor's	2009-2010
1460	Computer Science	11.07	Bachelor's	2010-2011
1461	Computer Science	11.07	Bachelor's	2011-2012
1462	Computer Science	11.07	Bachelor's	2004-2005
1463	Computer Science	11.07	Bachelor's	2005-2006
1464	Computer Science	11.07	Bachelor's	2006-2007
1465	Computer Science	11.07	Bachelor's	2007-2008
1466	Computer Science	11.07	Bachelor's	2008-2009
1467	Computer Science	11.07	Bachelor's	2009-2010
1468	Computer Science	11.07	Bachelor's	2009-2010
1469	Computer Science	11.07	Bachelor's	2010-2011
1470	Computer Science	11.07	Bachelor's	2011-2012
1471	Computer Science	11.07	Bachelor's	2012-2013
1472	Computer Science	11.07	Bachelor's	2013-2014
1473	Computer Science	11.07	Bachelor's	2014-2015
1474	Computer Science	11.07	Bachelor's	2009-2010
1475	Computer Science	11.07	Bachelor's	2010-2011
1476	Computer Science	11.07	Bachelor's	2011-2012
1477	Computer Science	11.07	Bachelor's	2012-2013
1478	Computer Science	11.07	Bachelor's	2013-2014
1479	Computer Science	11.07	Bachelor's	2014-2015
1480	Computer Science	11.07	Bachelor's	2014-2015
1481	Computer Science	11.07	Bachelor's	2013-2014
1482	Computer Science	11.07	Bachelor's	2012-2013
1483	Computer Science	11.07	Bachelor's	2011-2012
1484	Computer Science	11.07	Bachelor's	2010-2011
1485	Computer Science	11.07	Bachelor's	2009-2010
1486	Computer Science	11.07	Bachelor's	2014-2015
1487	Computer Science	11.07	Bachelor's	2013-2014
1488	Computer Science	11.07	Bachelor's	2012-2013
1489	Computer Science	11.07	Bachelor's	2011-2012
1490	Computer Science	11.07	Bachelor's	2010-2011
1491	Computer Science	11.07	Bachelor's	2014-2015
1492	Computer Science	11.07	Bachelor's	2013-2014
1493	Computer Science	11.07	Bachelor's	2012-2013
1494	Computer Science	11.07	Bachelor's	2011-2012
1495	Computer Science	11.07	Bachelor's	2010-2011
1496	Computer Science	11.07	Bachelor's	2014-2015
1497	Computer Science	11.07	Bachelor's	2013-2014
1498	Computer Science	11.07	Bachelor's	2012-2013
1499	Computer Science	11.07	Bachelor's	2011-2012
1500	Computer Science	11.07	Bachelor's	2010-2011
1501	Computer Science	11.07	Bachelor's	2014-2015
1502	Computer Science	11.07	Bachelor's	2010-2011
1503	Computer Science	11.07	Bachelor's	2011-2012
1504	Computer Science	11.07	Bachelor's	2012-2013
1505	Computer Science	11.07	Bachelor's	2013-2014
1506	Computer Science	11.07	Bachelor's	2014-2015
1507	Computer Science	11.07	Bachelor's	2010-2011
1508	Computer Science	11.07	Bachelor's	2011-2012
1509	Computer Science	11.07	Bachelor's	2012-2013
1510	Computer Science	11.07	Bachelor's	2013-2014
1511	Computer Science	11.07	Bachelor's	2014-2015
1512	Computer Science	11.07	Bachelor's	2010-2011
1513	Computer Science	11.07	Bachelor's	2011-2012
1514	Computer Science	11.07	Bachelor's	2012-2013
1515	Computer Science	11.07	Bachelor's	2013-2014
1516	Computer Science	11.07	Bachelor's	2014-2015
1517	Computer Science	11.07	Bachelor's	2015-2016
1518	Computer Science	11.07	Bachelor's	2014-2015
1519	Computer Science	11.07	Bachelor's	2012-2013
1520	Computer Science	11.07	Bachelor's	2013-2014
1521	Computer Science	11.07	Bachelor's	2013-2014
1522	Computer Science	11.07	Bachelor's	2012-2013
1523	Computer Science	11.07	Bachelor's	2009-2010
1524	Computer Science	11.07	Bachelor's	2015-2016
1525	Computer Science	11.07	Bachelor's	2014-2015
1526	Computer Science	11.07	Bachelor's	2014-2015
1527	Computer Science	11.07	Bachelor's	2013-2014
1528	Computer Science	11.07	Bachelor's	2012-2013
1529	Computer Science	11.07	Bachelor's	2014-2015
1530	Computer Science	11.07	Bachelor's	2015-2016
1531	Computer Science	11.07	Bachelor's	2015-2016
1532	Computer Science	11.07	Bachelor's	2015-2016
1533	Computer Science	11.07	Bachelor's	2015-2016
1534	Computer Science	11.07	Bachelor's	2010-2011
1535	Computer Science	11.07	Bachelor's	2011-2012
1536	Computer Science	11.07	Bachelor's	2012-2013
1537	Computer Science	11.07	Bachelor's	2013-2014
1538	Computer Science	11.07	Bachelor's	2014-2015
1539	Computer Science	11.07	Bachelor's	2015-2016
1540	Computer Science	11.07	Bachelor's	2013-2014
1541	Computer Science	11.07	Bachelor's	2014-2015
1542	Computer Science	11.07	Bachelor's	2012-2013
1543	Computer Science	11.07	Bachelor's	2013-2014
1544	Computer Science	11.07	Bachelor's	2014-2015
1545	Computer Science	11.07	Bachelor's	2015-2016
1546	Computer Science	11.07	Bachelor's	2011-2012
1547	Computer Science	11.07	Bachelor's	2012-2013
1548	Computer Science	11.07	Bachelor's	2013-2014
1549	Computer Science	11.07	Bachelor's	2014-2015
1550	Computer Science	11.07	Bachelor's	2014-2015
1551	Computer Science	11.07	Bachelor's	2015-2016
1552	Computer Science	11.07	Bachelor's	2015-2016
1553	Computer Science	11.07	Bachelor's	2015-2016
1554	Computer Science	11.07	Bachelor's	2015-2016
1555	Computer Science	11.07	Bachelor's	2012-2013
1556	Computer Science	11.07	Bachelor's	2013-2014
1557	Computer Science	11.07	Bachelor's	2014-2015
1558	Computer Science	11.07	Bachelor's	2015-2016
1559	Computer Science	11.07	Bachelor's	2015-2016
1560	Computer Science	11.07	Bachelor's	2014-2015
1561	Computer Science	11.07	Bachelor's	2006-2007
1562	Computer Science	11.07	Bachelor's	2007-2008
1563	Computer Science	11.07	Bachelor's	2008-2009
1564	Computer Science	11.07	Bachelor's	2009-2010
1565	Computer Science	11.07	Bachelor's	2010-2011
1566	Computer Science	11.07	Bachelor's	2011-2012
1567	Computer Science	11.07	Bachelor's	2012-2013
1568	Computer Science	11.07	Bachelor's	2015-2016
1569	Computer Science	11.07	Bachelor's	2015-2016
1570	Computer Science	11.07	Bachelor's	2012-2013
1571	Computer Science	11.07	Bachelor's	2013-2014
1572	Computer Science	11.07	Bachelor's	2014-2015
1573	Computer Science	11.07	Bachelor's	2015-2016
1574	Computer Science	11.07	Bachelor's	2015-2016
1575	Computer Science	11.07	Bachelor's	2014-2015
1576	Computer Science	11.07	Bachelor's	2015-2016
1577	Computer Science	11.07	Bachelor's	2014-2015
1578	Computer Science	11.07	Bachelor's	2015-2016
1579	Computer Science	11.07	Bachelor's	2014-2015
1580	Computer Science	11.07	Bachelor's	2014-2015
1581	Computer Science	11.07	Bachelor's	2014-2015
1582	Computer Science	11.07	Bachelor's	2015-2016
1583	Computer Science	11.07	Bachelor's	2014-2015
1584	Computer Science	11.07	Bachelor's	2014-2015
1585	Computer Science	11.07	Bachelor's	2015-2016
1586	Computer Science	11.07	Bachelor's	2015-2016
1587	Computer Science	11.07	Bachelor's	2014-2015
1588	Computer Science	11.07	Bachelor's	2014-2015
1589	Computer Science	11.07	Bachelor's	2015-2016
1590	Computer Science	11.07	Bachelor's	2015-2016
1591	Computer Science	11.07	Bachelor's	2013-2014
1592	Computer Science	11.07	Bachelor's	2015-2016
1593	Computer Science	11.07	Bachelor's	2014-2015
1594	Computer Science	11.07	Bachelor's	2015-2016
1595	Computer Science	11.07	Associate's	2010-2011
1596	Computer Science	11.07	Bachelor's	2012-2013
1597	Computer Science	11.07	Bachelor's	2013-2014
1598	Computer Science	11.07	Bachelor's	2014-2015
1599	Computer Science	11.07	Bachelor's	2015-2016
1600	Computer Science	11.07	Bachelor's	2014-2015
1601	Computer Science	11.07	Bachelor's	2014-2015
1602	Computer Science	11.07	Bachelor's	2010-2011
1603	Computer Science	11.07	Bachelor's	2011-2012
1604	Computer Science	11.07	Bachelor's	2012-2013
1605	Computer Science	11.07	Bachelor's	2013-2014
1606	Computer Science	11.07	Bachelor's	2014-2015
1607	Computer Science	11.07	Bachelor's	2015-2016
1608	Computer Science	11.07	Bachelor's	2012-2013
1609	Computer Science	11.07	Bachelor's	2013-2014
1610	Computer Science	11.07	Bachelor's	2015-2016
1611	Computer Science	11.07	Bachelor's	2015-2016
1612	Computer Science	11.07	Bachelor's	2012-2013
1613	Computer Science	11.07	Bachelor's	2015-2016
1614	Computer Science	11.07	Bachelor's	2014-2015
1615	Computer Science	11.07	Bachelor's	2013-2014
1616	Computer Science	11.07	Bachelor's	2012-2013
1617	Computer Science	11.07	Bachelor's	2015-2016
1618	Computer Science	11.07	Bachelor's	2015-2016
1619	Computer Science	11.07	Bachelor's	2015-2016
1620	Computer Science	11.07	Bachelor's	2014-2015
1621	Computer Science	11.07	Bachelor's	2015-2016
1622	Computer Science	11.07	Bachelor's	2015-2016
1623	Computer Science	11.07	Bachelor's	2015-2016
1624	Computer Science	11.07	Bachelor's	2015-2016
1625	Computer Science	11.07	Bachelor's	2015-2016
1626	Computer Science	11.07	Bachelor's	2015-2016
1627	Computer Science	11.07	Bachelor's	2015-2016
1628	Computer Science	11.07	Bachelor's	2015-2016
1629	Computer Science	11.07	Bachelor's	2015-2016
1630	Computer Science	11.07	Bachelor's	2015-2016
1631	Computer Science	11.07	Bachelor's	2015-2016
1632	Computer Science	11.07	Bachelor's	2015-2016
1633	Computer Science	11.07	Bachelor's	2015-2016
1634	Computer Science	11.07	Bachelor's	2015-2016
1635	Computer Science	11.07	Bachelor's	2015-2016
1636	Computer Science	11.07	Bachelor's	2010-2011
1637	Computer Science	11.07	Bachelor's	2011-2012
1638	Computer Science	11.07	Bachelor's	2012-2013
1639	Computer Science	11.07	Bachelor's	2015-2016
1640	Computer Science	11.07	Bachelor's	2013-2014
1641	Computer Science	11.07	Bachelor's	2014-2015
1642	Computer Science	11.07	Bachelor's	2015-2016
1643	Computer Science	11.07	Bachelor's	2016-2017
1644	Computer Science	11.07	Bachelor's	2015-2016
1645	Computer Science	11.07	Bachelor's	2015-2016
1646	Computer Science	11.07	Bachelor's	2016-2017
1647	Computer Science	11.07	Bachelor's	2016-2017
1648	Computer Science	11.07	Bachelor's	2015-2016
1649	Computer Science	11.07	Bachelor's	2016-2017
1650	Computer Science	11.07	Bachelor's	2015-2016
1651	Computer Science	11.07	Bachelor's	2016-2017
1652	Computer Science	11.07	Bachelor's	2015-2016
1653	Computer Science	11.07	Bachelor's	2016-2017
1654	Computer Science	11.07	Bachelor's	2016-2017
1655	Computer Science	11.07	Bachelor's	2011-2012
1656	Computer Science	11.07	Bachelor's	2012-2013
1657	Computer Science	11.07	Bachelor's	2013-2014
1658	Computer Science	11.07	Bachelor's	2014-2015
1659	Computer Science	11.07	Bachelor's	2015-2016
1660	Computer Science	11.07	Bachelor's	2015-2016
1661	Computer Science	11.07	Bachelor's	2016-2017
1662	Computer Science	11.07	Bachelor's	2016-2017
1663	Computer Science	11.07	Bachelor's	2010-2011
1664	Computer Science	11.07	Bachelor's	2011-2012
1665	Computer Science	11.07	Bachelor's	2012-2013
1666	Computer Science	11.07	Bachelor's	2013-2014
